,Durable Emp,Construction Emp,Nondurable goods Emp,Services Emp,Durable Hours,Construction Hours,Nondurable Hours,Services Hours,Durable TH,Construction TH,Nondurable TH,Services TH
1/1/1947,6961,1882,5484,,40.7,39.1,40.3,,283312.7,73586.2,221005.2,0
2/1/1947,7018,1934,5469,,40.5,38.9,40.2,,284229,75232.6,219853.8,0
3/1/1947,7038,1923,5480,,40.6,40,40,,285742.8,76920,219200,0
4/1/1947,7065,1926,5466,,40.8,38.7,40.2,,288252,74536.2,219733.2,0
5/1/1947,6991,1915,5458,,40.8,38.5,40,,285232.8,73727.5,218320,0
6/1/1947,6968,1932,5421,,40.8,38.2,39.9,,284294.4,73802.4,216297.9,0
7/1/1947,6800,1928,5465,,40.8,38.4,39.9,,277440,74035.2,218053.5,0
8/1/1947,6849,1940,5521,,40.1,38.3,39.8,,274644.9,74302,219735.8,0
9/1/1947,6874,1952,5556,,40.8,38.5,40.1,,280459.2,75152,222795.6,0
10/1/1947,6906,1960,5558,,40.7,38.4,40.3,,281074.2,75264,223987.4,0
11/1/1947,6926,1957,5568,,40.9,38.6,40.1,,283273.4,75540.2,223276.8,0
12/1/1947,6957,2001,5569,,41.2,38.8,40.3,,286628.4,77638.8,224430.7,0
1/1/1948,6951,2083,5569,,40.9,38.7,40,,284295.9,80612.1,222760,0
2/1/1948,6883,2034,5554,,40.6,38.3,39.7,,279449.8,77902.2,220493.8,0
3/1/1948,6923,2063,5566,,40.8,39,39.8,,282458.4,80457,221526.8,0
4/1/1948,6854,2090,5450,,40.3,38.5,39.8,,276216.2,80465,216910,0
5/1/1948,6840,2111,5504,,40.4,38.1,40,,276336,80429.1,220160,0
6/1/1948,6798,2126,5604,,40.7,38.7,39.8,,276678.6,82276.2,223039.2,0
7/1/1948,6853,2125,5564,,40.6,38.6,39.7,,278231.8,82025,220890.8,0
8/1/1948,6860,2115,5537,,40.7,38.4,39.5,,279202,81216,218711.5,0
9/1/1948,6864,2111,5586,,40.5,39.9,39.5,,277992,84228.9,220647,0
10/1/1948,6860,2113,5504,,40.5,38.1,39,,277830,80505.3,214656,0
11/1/1948,6835,2128,5467,,40.5,38.7,39,,276817.5,82353.6,213213,0
12/1/1948,6726,2163,5401,,40.3,39.1,38.8,,271057.8,84573.3,209558.8,0
1/1/1949,6572,2166,5333,,40.1,38.7,38.5,,263537.2,83824.2,205320.5,0
2/1/1949,6482,2159,5310,,40,38.7,38.7,,259280,83553.3,205497,0
3/1/1949,6358,2138,5296,,39.5,38.6,38.6,,251141,82526.8,204425.6,0
4/1/1949,6256,2113,5261,,39.3,38.3,38.3,,245860.8,80927.9,201496.3,0
5/1/1949,6106,2099,5246,,39.4,38.7,38.4,,240576.4,81231.3,201446.4,0
6/1/1949,6040,2059,5226,,39.4,38.2,38.5,,237976,78653.8,201201,0
7/1/1949,5994,2064,5174,,39.6,38.2,38.7,,237362.4,78844.8,200233.8,0
8/1/1949,6011,2068,5240,,39.4,38.1,38.9,,236833.4,78790.8,203836,0
9/1/1949,6036,2084,5248,,39.7,37.4,39.1,,239629.2,77941.6,205196.8,0
10/1/1949,5636,2079,5304,,39.7,37.8,39.4,,223749.2,78586.2,208977.6,0
11/1/1949,5710,2089,5254,,39.1,38.5,39.1,,223261,80426.5,205431.4,0
12/1/1949,5925,2073,5248,,39.8,37.1,39,,235815,76908.3,204672,0
1/1/1950,6004,2091,5254,,40,36.7,39.2,,240160,76739.7,205956.8,0
2/1/1950,5997,2105,5265,,40.2,35.9,39.2,,241079.4,75569.5,206388,0
3/1/1950,6065,2111,5297,,40.2,36.8,39.2,,243813,77684.8,207642.4,0
4/1/1950,6220,2154,5308,,41.1,37.8,39.3,,255642,81421.2,208604.4,0
5/1/1950,6515,2198,5340,,41.2,37.8,39.3,,268418,83084.4,209862,0
6/1/1950,6633,2250,5346,,41.5,38,39.5,,275269.5,85500,211167,0
7/1/1950,6736,2292,5371,,41.8,37.8,39.8,,281564.8,86637.6,213765.8,0
8/1/1950,6997,2325,5479,,42,38.2,40.4,,293874,88815,221351.6,0
9/1/1950,7026,2345,5493,,41.7,37.5,39.7,,292984.2,87937.5,218072.1,0
10/1/1950,7160,2373,5499,,41.9,38.2,40,,300004,90648.6,219960,0
11/1/1950,7192,2392,5490,,41.7,39.6,40.1,,299906.4,94723.2,220149,0
12/1/1950,7214,2368,5496,,41.7,38,39.9,,300823.8,89984,219290.4,0
1/1/1951,7280,2436,5536,,41.6,38.6,40.1,,302848,94029.6,221993.6,0
2/1/1951,7367,2449,5562,,41.6,37.3,39.9,,306467.2,91347.7,221923.8,0
3/1/1951,7405,2490,5531,,41.8,37.9,40,,309529,94371,221240,0
4/1/1951,7436,2514,5524,,41.9,38.4,39.9,,311568.4,96537.6,220407.6,0
5/1/1951,7435,2524,5506,,42,38.8,39.7,,312270,97931.2,218588.2,0
6/1/1951,7438,2506,5496,,41.9,38.2,39.5,,311652.2,95729.2,217092,0
7/1/1951,7395,2508,5453,,41.6,38.8,39.3,,307632,97310.4,214302.9,0
8/1/1951,7377,2504,5395,,41.4,38.7,39,,305407.8,96904.8,210405,0
9/1/1951,7318,2490,5341,,41.5,38.7,39,,303697,96363,208299,0
10/1/1951,7300,2511,5315,,41.4,39,38.7,,302220,97929,205690.5,0
11/1/1951,7319,2474,5309,,41.4,38.5,39,,303006.6,95249,207051,0
12/1/1951,7332,2504,5335,,41.7,38.8,39.3,,305744.4,97155.2,209665.5,0
1/1/1952,7341,2502,5334,,41.9,39.5,39.3,,307587.9,98829,209626.2,0
2/1/1952,7360,2559,5329,,41.8,39.8,39.4,,307648,101848.2,209962.6,0
3/1/1952,7363,2498,5332,,41.6,38.8,39.3,,306300.8,96922.4,209547.6,0
4/1/1952,7386,2489,5327,,41.1,39.3,39.2,,303564.6,97817.7,208818.4,0
5/1/1952,7367,2488,5309,,41.3,39,39.3,,304257.1,97032,208643.7,0
6/1/1952,7024,2520,5329,,41.4,39.4,39.6,,290793.6,99288,211028.4,0
7/1/1952,6875,2513,5358,,40.9,39.1,39.4,,281187.5,98258.3,211105.2,0
8/1/1952,7386,2518,5378,,41.4,39,39.8,,305780.4,98202,214044.4,0
9/1/1952,7598,2520,5409,,41.9,39.6,39.9,,318356.2,99792,215819.1,0
10/1/1952,7688,2490,5434,,42,39.4,40,,322896,98106,217360,0
11/1/1952,7796,2502,5466,,42,39.2,40,,327432,98078.4,218640,0
12/1/1952,7902,2510,5473,,42.1,39.6,40,,332674.2,99396,218920,0
1/1/1953,7971,2518,5476,,42,38.8,39.8,,334782,97698.4,217944.8,0
2/1/1953,8048,2542,5481,,41.9,39,39.8,,337211.2,99138,218143.8,0
3/1/1953,8132,2517,5488,,42,38.8,40,,341544,97659.6,219520,0
4/1/1953,8135,2497,5494,,41.7,38.4,39.8,,339229.5,95884.8,218661.2,0
5/1/1953,8134,2473,5511,,41.8,38.3,39.9,,340001.2,94715.9,219888.9,0
6/1/1953,8135,2458,5501,,41.7,38.5,39.7,,339229.5,94633,218389.7,0
7/1/1953,8157,2451,5496,,41.5,37.9,39.6,,338515.5,92892.9,217641.6,0
8/1/1953,8095,2450,5469,,41.5,38.3,39.4,,335942.5,93835,215478.6,0
9/1/1953,7989,2477,5430,,41,37.9,38.8,,327549,93878.3,210684,0
10/1/1953,7853,2499,5391,,40.9,38.4,39,,321187.7,95961.6,210249,0
11/1/1953,7644,2498,5346,,40.7,38.9,38.9,,311110.8,97172.2,207959.4,0
12/1/1953,7543,2501,5304,,40.4,37.9,38.8,,304737.2,94787.9,205795.2,0
1/1/1954,7443,2441,5263,,40.2,35.9,38.6,,299208.6,87631.9,203151.8,0
2/1/1954,7337,2492,5256,,40.3,38.2,38.8,,295681.1,95194.4,203932.8,0
3/1/1954,7241,2491,5252,,40.1,38.7,38.8,,290364.1,96401.7,203777.6,0
4/1/1954,7138,2487,5223,,40.2,38.3,38.9,,286947.6,95252.1,203174.7,0
5/1/1954,7075,2461,5207,,40.3,37.8,38.9,,285122.5,93025.8,202552.3,0
6/1/1954,7023,2452,5197,,40.3,37.9,38.9,,283026.9,92930.8,202163.3,0
7/1/1954,6940,2445,5181,,40.3,37.9,39,,279682,92665.5,202059,0
8/1/1954,6909,2443,5180,,40.4,37.5,39,,279123.6,91612.5,202020,0
9/1/1954,6912,2436,5192,,40.5,37.7,39.1,,279936,91837.2,203007.2,0
10/1/1954,6946,2449,5196,,40.2,37.1,39,,279229.2,90857.9,202644,0
11/1/1954,6996,2489,5210,,40.8,38.3,39.2,,285436.8,95328.7,204232,0
12/1/1954,7030,2497,5224,,40.7,37.6,39.3,,286121,93887.2,205303.2,0
1/1/1955,7072,2528,5237,,41.2,37.1,39.4,,291366.4,93788.8,206337.8,0
2/1/1955,7157,2525,5251,,41.3,36.8,39.6,,295584.1,92920,207939.6,0
3/1/1955,7247,2589,5277,,41.5,38.2,39.7,,300750.5,98899.8,209496.9,0
4/1/1955,7327,2622,5299,,41.6,37.1,39.8,,304803.2,97276.2,210900.2,0
5/1/1955,7420,2654,5311,,42,37.8,39.9,,311640,100321.2,211908.9,0
6/1/1955,7479,2660,5331,,41.5,37.4,39.9,,310378.5,99484,212706.9,0
7/1/1955,7502,2679,5316,,41.4,37.9,39.7,,310582.8,101534.1,211045.2,0
8/1/1955,7530,2671,5336,,41.4,37.2,39.7,,311742,99361.2,211839.2,0
9/1/1955,7520,2666,5310,,41.4,38,39.6,,311328,101308,210276,0
10/1/1955,7545,2646,5351,,41.6,37.1,40.1,,313872,98166.6,214575.1,0
11/1/1955,7587,2638,5380,,41.8,37.2,40,,317136.6,98133.6,215200,0
12/1/1955,7628,2632,5381,,41.6,38,40,,317324.8,100016,215240,0
1/1/1956,7630,2677,5381,,41.4,37.4,40,,315882,100119.8,215240,0
2/1/1956,7597,2712,5389,,41.3,37.7,39.8,,313756.1,102242.4,214482.2,0
3/1/1956,7532,2730,5373,,41.2,36.8,39.7,,310318.4,100464,213308.1,0
4/1/1956,7603,2762,5367,,41.2,37.6,39.5,,313243.6,103851.2,211996.5,0
5/1/1956,7560,2798,5365,,41.1,37.7,39.4,,310716,105484.6,211381,0
6/1/1956,7494,2916,5342,,41,38.2,39.2,,307254,111391.2,209406.4,0
7/1/1956,7137,2834,5298,,41.2,37.9,39.2,,294044.4,107408.6,207681.6,0
8/1/1956,7535,2882,5325,,41,37.8,39.2,,308935,108939.6,208740,0
9/1/1956,7513,2844,5309,,41.3,38.1,39.3,,310286.9,108356.4,208643.7,0
10/1/1956,7589,2832,5319,,41.3,38.2,39.5,,313425.7,108182.4,210100.5,0
11/1/1956,7578,2828,5286,,41.1,38.3,39.3,,311455.8,108312.4,207739.8,0
12/1/1956,7588,2812,5294,,41.5,38.1,39.3,,314902,107137.2,208054.2,0
1/1/1957,7592,2727,5289,,41.2,36.4,39.3,,312790.4,99262.8,207857.7,0
2/1/1957,7608,2784,5277,,41.3,38.6,39.4,,314210.4,107462.4,207913.8,0
3/1/1957,7575,2795,5280,,41.1,38.2,39.3,,311332.5,106769,207504,0
4/1/1957,7541,2775,5270,,40.6,37.7,39.2,,306164.6,104617.5,206584,0
5/1/1957,7508,2760,5254,,40.5,37.5,39.2,,304074,103500,205956.8,0
6/1/1957,7463,2762,5234,,40.6,37.6,39.2,,302997.8,103851.2,205172.8,0
7/1/1957,7439,2735,5230,,40.5,37.6,39.3,,301279.5,102836,205539,0
8/1/1957,7466,2710,5207,,40.6,37.8,39.2,,303119.6,102438,204114.4,0
9/1/1957,7328,2699,5200,,40.1,37.3,39.1,,293852.8,100672.7,203320,0
10/1/1957,7262,2686,5175,,39.8,37.2,38.8,,289027.6,99919.2,200790,0
11/1/1957,7140,2663,5161,,39.7,36.5,38.6,,283458,97199.5,199214.6,0
12/1/1957,7024,2640,5146,,39.4,36.9,38.6,,276745.6,97416,198635.6,0
1/1/1958,6839,2649,5130,,39.2,37.6,38.5,,268088.8,99602.4,197505,0
2/1/1958,6666,2499,5091,,39,35.2,38.4,,259974,87964.8,195494.4,0
3/1/1958,6513,2571,5019,,39.2,37.2,38.3,,255309.6,95641.2,192227.7,0
4/1/1958,6368,2548,5005,,39.3,37.3,38.5,,250262.4,95040.4,192692.5,0
5/1/1958,6287,2541,5007,,39.3,37.5,38.4,,247079.1,95287.5,192268.8,0
6/1/1958,6288,2518,5012,,39.5,37,38.5,,248376,93166,192962,0
7/1/1958,6336,2526,5013,,39.7,36.9,38.7,,251539.2,93209.4,194003.1,0
8/1/1958,6390,2548,5022,,39.9,37.3,38.9,,254961,95040.4,195355.8,0
9/1/1958,6530,2582,5026,,40,37.3,38.9,,261200,96308.6,195511.4,0
10/1/1958,6349,2620,5045,,40,37.7,39.1,,253960,98774,197259.5,0
11/1/1958,6631,2678,5071,,40.3,38,39.3,,267229.3,101764,199290.3,0
12/1/1958,6660,2580,5083,,40.4,36.7,39.2,,269064,94686,199253.6,0
1/1/1959,6734,2689,5115,,40.7,37.6,39.5,,274073.8,101106.4,202042.5,0
2/1/1959,6820,2649,5130,,40.7,36.5,39.7,,277574,96688.5,203661,0
3/1/1959,6932,2691,5146,,41,37.5,39.7,,284212,100912.5,204296.2,0
4/1/1959,7029,2771,5156,,41.1,38,39.8,,288891.9,105298,205208.8,0
5/1/1959,7108,2773,5169,,41.3,37.8,39.9,,293560.4,104819.4,206243.1,0
6/1/1959,7145,2783,5185,,41.2,38,39.7,,294374,105754,205844.5,0
7/1/1959,7176,2771,5190,,40.9,37.5,39.5,,293498.4,103912.5,205005,0
8/1/1959,6732,2769,5204,,41,37.8,39.6,,276012,104668.2,206078.4,0
9/1/1959,6778,2735,5206,,41,37.7,39.6,,277898,103109.5,206157.6,0
10/1/1959,6690,2691,5174,,40.8,36.8,39.3,,272952,99028.8,203338.2,0
11/1/1959,6796,2705,5195,,40.2,37.3,39.6,,273199.2,100896.5,205722,0
12/1/1959,7056,2715,5198,,40.8,38,39.6,,287884.8,103170,205840.8,0
1/1/1960,7152,2702,5210,,41.4,37,39.6,,296092.8,99974,206316,0
2/1/1960,7221,2718,5213,,40.9,36.8,39.4,,295338.9,100022.4,205392.2,0
3/1/1960,7152,2554,5210,,40.6,36.3,39.1,,290371.2,92710.2,203711,0
4/1/1960,7087,2684,5212,,40.5,38.1,39.3,,287023.5,102260.4,204831.6,0
5/1/1960,7012,2703,5206,,40.5,37,39.5,,283986,100011,205637,0
6/1/1960,6918,2679,5184,,40.4,37.3,39.3,,279487.2,99926.7,203731.2,0
7/1/1960,6876,2685,5171,,40.3,37.7,39.3,,277102.8,101224.5,203220.3,0
8/1/1960,6839,2659,5147,,40.2,37.2,39.1,,274927.8,98914.8,201247.7,0
9/1/1960,6821,2644,5135,,39.9,37.2,38.7,,272157.9,98356.8,198724.5,0
10/1/1960,6727,2638,5119,,40.3,37.5,38.9,,271098.1,98925,199129.1,0
11/1/1960,6627,2619,5099,,39.7,37.2,38.8,,263091.9,97426.8,197841.2,0
12/1/1960,6501,2522,5055,,38.8,35.5,37.8,,252238.8,89531,191079,0
1/1/1961,6410,2595,5063,,39.8,38.1,38.7,,255118,98869.5,195938.1,0
2/1/1961,6355,2562,5059,,39.8,38.1,38.8,,252929,97612.2,196289.2,0
3/1/1961,6349,2597,5061,,39.9,37.3,38.9,,253325.1,96868.1,196872.9,0
4/1/1961,6382,2565,5062,,40,36.6,38.9,,255280,93879,196911.8,0
5/1/1961,6482,2545,5062,,40.3,36.8,39,,261224.6,93656,197418,0
6/1/1961,6514,2585,5079,,40.5,37.4,39.3,,263817,96679,199604.7,0
7/1/1961,6560,2562,5079,,40.6,37.3,39.3,,266336,95562.6,199604.7,0
8/1/1961,6610,2576,5091,,40.7,37.6,39.3,,269027,96857.6,200076.3,0
9/1/1961,6593,2587,5086,,40,37,38.9,,263720,95719,197845.4,0
10/1/1961,6622,2602,5109,,41,37.6,39.5,,271502,97835.2,201805.5,0
11/1/1961,6712,2607,5130,,41.3,37.9,39.8,,277205.6,98805.3,204174,0
12/1/1961,6729,2596,5143,,41.1,36.1,39.5,,276561.9,93715.6,203148.5,0
1/1/1962,6718,2555,5147,,40.7,35.1,39.2,,273422.6,89680.5,201762.4,0
2/1/1962,6799,2637,5151,,41.1,37,39.5,,279438.9,97569,203464.5,0
3/1/1962,6818,2612,5152,,41.2,37.5,39.7,,280901.6,97950,204534.4,0
4/1/1962,6847,2680,5187,,41.2,37.5,39.8,,282096.4,100500,206442.6,0
5/1/1962,6845,2684,5166,,41.2,38.1,39.7,,282014,102260.4,205090.2,0
6/1/1962,6837,2620,5169,,41.1,37.2,39.7,,281000.7,97464,205209.3,0
7/1/1962,6840,2683,5164,,41.1,37.8,39.6,,281124,101417.4,204494.4,0
8/1/1962,6827,2684,5163,,41.2,37.8,39.5,,281272.4,101455.2,203938.5,0
9/1/1962,6862,2691,5171,,41.2,38,39.6,,282714.4,102258,204771.6,0
10/1/1962,6872,2687,5162,,41.1,37.6,39.3,,282439.2,101031.2,202866.6,0
11/1/1962,6832,2693,5145,,41.2,37.7,39.5,,281478.4,101526.1,203227.5,0
12/1/1962,6822,2647,5139,,40.9,36,39.4,,279019.8,95292,202476.6,0
1/1/1963,6837,2682,5137,,41.2,37.1,39.5,,281684.4,99502.2,202911.5,0
2/1/1963,6838,2650,5127,,41.2,36.5,39.5,,281725.6,96725,202516.5,0
3/1/1963,6852,2641,5138,,41.2,37.6,39.5,,282302.4,99301.6,202951,0
4/1/1963,6887,2703,5142,,41.2,38.3,39.5,,283744.4,103524.9,203109,0
5/1/1963,6921,2722,5145,,41.3,38,39.5,,285837.3,103436,203227.5,0
6/1/1963,6919,2721,5131,,41.5,38.1,39.6,,287138.5,103670.1,203187.6,0
7/1/1963,6937,2750,5143,,41.4,37.9,39.5,,287191.8,104225,203148.5,0
8/1/1963,6919,2759,5141,,41.3,37.9,39.6,,285754.7,104566.1,203583.6,0
9/1/1963,6950,2774,5138,,41.3,37.8,39.6,,287035,104857.2,203464.8,0
10/1/1963,6973,2767,5158,,41.4,38.3,39.7,,288682.2,105976.1,204772.6,0
11/1/1963,6950,2743,5122,,41.5,37.7,39.6,,288425,103411.1,202831.2,0
12/1/1963,6973,2724,5135,,41.4,36.4,39.6,,288682.2,99153.6,203346,0
1/1/1964,6977,2657,5155,24601,40.9,35.8,39.1,37.5,285359.3,95120.6,201560.5,922537.5
2/1/1964,6998,2783,5167,24651,41.5,37.8,39.6,37.5,290417,105197.4,204613.2,924412.5
3/1/1964,7030,2776,5160,24683,41.4,37.9,39.5,37.5,291042,105210.4,203820,925612.5
4/1/1964,7045,2766,5166,24708,41.5,37.8,39.5,37.6,292367.5,104554.8,204057,929020.8
5/1/1964,7053,2772,5178,24806,41.6,38,39.6,37.5,293404.8,105336,205048.8,930225
6/1/1964,7071,2793,5184,24872,41.7,37.9,39.6,37.5,294860.7,105854.7,205286.4,932700
7/1/1964,7119,2805,5190,24982,41.7,37.5,39.6,37.5,296862.3,105187.5,205524,936825
8/1/1964,7152,2811,5202,25080,41.8,37.8,39.7,37.3,298953.6,106255.8,206519.4,935484
9/1/1964,7258,2813,5221,25208,41.9,37.5,39.4,37.4,304110.2,105487.5,205707.4,942779.2
10/1/1964,6998,2842,5226,25233,41.3,38,39.8,37.4,289017.4,107996,207994.8,943714.2
11/1/1964,7240,2867,5237,25283,41.8,38.2,39.8,37.4,302632,109519.4,208432.6,945584.2
12/1/1964,7300,2860,5251,25367,42.1,38,39.9,37.4,307330,108680,209514.9,948725.8
1/1/1965,7333,2874,5270,25449,42.2,38.1,40,37.4,309452.6,109499.4,210800,951792.6
2/1/1965,7374,2855,5270,25555,42.2,37.7,40,37.4,311182.8,107633.5,210800,955757
3/1/1965,7413,2865,5288,25580,42.3,38.1,40,37.4,313569.9,109156.5,211520,956692
4/1/1965,7465,2829,5287,25778,42.2,37.6,39.9,37.5,315023,106370.4,210951.3,966675
5/1/1965,7496,2897,5296,25829,42.2,38.3,40,37.5,316331.2,110955.1,211840,968587.5
6/1/1965,7550,2901,5304,25907,42.1,37.7,39.9,37.3,317855,109367.7,211629.6,966331.1
7/1/1965,7631,2873,5331,26007,42,38,40,37.2,320502,109174,213240,967460.4
8/1/1965,7662,2921,5332,26100,41.9,38,39.9,37.2,321037.8,110998,212746.8,970920
9/1/1965,7701,2938,5345,26227,42,38,39.9,37.3,323442,111644,213265.5,978267.1
10/1/1965,7730,2953,5370,26297,42.1,37.9,40,37.2,325433,111918.7,214800,978248.4
11/1/1965,7785,2979,5390,26368,42.2,37.7,40,37.2,328527,112308.3,215600,980889.6
12/1/1965,7839,3010,5404,26496,42.2,38.2,40.1,37.2,330805.8,114982,216700.4,985651.2
1/1/1966,7890,3005,5411,26572,42.5,38.3,40.1,37.1,335325,115091.5,216981.1,985821.2
2/1/1966,7986,2942,5440,26663,42.6,38.3,40.3,37.2,340203.6,112678.6,219232,991863.6
3/1/1966,8049,3022,5459,26750,42.4,39,40.3,37.1,341277.6,117858,219997.7,992425
4/1/1966,8120,3008,5478,26868,42.8,37.9,40.3,37.1,347536,114003.2,220763.4,996802.8
5/1/1966,8177,2972,5501,26970,42.4,37.2,40.2,37,346704.8,110558.4,221140.2,997890
6/1/1966,8231,3028,5522,27088,42.3,38,40.1,37,348171.3,115064,221432.2,1002256
7/1/1966,8233,3029,5525,27178,42,38.4,40.1,36.9,345786,116313.6,221552.5,1002868.2
8/1/1966,8299,2997,5544,27235,42.3,37.8,40,36.9,351047.7,113286.6,221760,1004971.5
9/1/1966,8329,2968,5512,27330,42.1,37.8,39.9,36.8,350650.9,112190.4,219928.8,1005744
10/1/1966,8378,2941,5528,27423,42.1,38.1,40.1,36.8,352713.8,112052.1,221672.8,1009166.4
11/1/1966,8376,2914,5542,27486,42.1,37.7,39.9,36.8,352629.6,109857.8,221125.8,1011484.8
12/1/1966,8362,2911,5544,27582,41.7,38.3,39.8,36.7,348695.4,111491.3,220651.2,1012259.4
1/1/1967,8350,2947,5575,27660,41.9,38.9,39.9,36.7,349865,114638.3,222442.5,1015122
2/1/1967,8319,2909,5534,27690,41.1,37.7,39.3,36.6,341910.9,109669.3,217486.2,1013454
3/1/1967,8280,2884,5517,27797,41.2,38,39.5,36.5,341136,109592,217921.5,1014590.5
4/1/1967,8199,2877,5513,27773,41,37.6,39.4,36.4,336159,108175.2,217212.2,1010937.2
5/1/1967,8184,2864,5480,27927,41.1,37.3,39.4,36.5,336362.4,106827.2,215912,1019335.5
6/1/1967,8153,2856,5479,28006,41.1,38,39.4,36.5,335088.3,108528,215872.6,1022219
7/1/1967,8121,2902,5481,28094,41.2,38.1,39.5,36.3,334585.2,110566.2,216499.5,1019812.2
8/1/1967,8199,2908,5482,28186,41.4,37.9,39.5,36.3,339438.6,110213.2,216539,1023151.8
9/1/1967,8041,2911,5518,28278,41.3,38.2,39.7,36.4,332093.3,111200.2,219064.6,1029319.2
10/1/1967,8052,2912,5535,28293,41.3,37.8,39.7,36.3,332547.6,110073.6,219739.5,1027035.9
11/1/1967,8237,2937,5540,28501,41.2,39.5,39.8,36.3,339364.4,116011.5,220492,1034586.3
12/1/1967,8231,2932,5551,28599,41.4,37.5,39.6,36.2,340763.4,109950,219819.6,1035283.8
1/1/1968,8250,2817,5548,28555,41.2,36.8,39.2,36.2,339900,103665.6,217481.6,1033691
2/1/1968,8235,2970,5558,28731,41.5,38,39.8,36.2,341752.5,112860,221208.4,1040062.2
3/1/1968,8236,2968,5567,28784,41.5,37.3,39.7,36.1,341794,110706.4,221009.9,1039102.4
4/1/1968,8276,2985,5582,28898,41.1,38.2,39.2,36.1,340143.6,114027,218814.4,1043217.8
5/1/1968,8291,2972,5609,28899,41.7,37.8,39.8,36.1,345734.7,112341.6,223238.2,1043253.9
6/1/1968,8292,2938,5629,29047,41.6,38.1,39.8,36.2,344947.2,111937.8,224034.2,1051501.4
7/1/1968,8327,2963,5626,29148,41.6,37.6,39.7,36.2,346403.2,111408.8,223352.2,1055157.6
8/1/1968,8260,2993,5643,29275,41.3,38,39.7,36.1,341138,113734,224027.1,1056827.5
9/1/1968,8272,3028,5642,29350,41.6,38.1,39.9,36.1,344115.2,115366.8,225115.8,1059535
